STOCK_CODE,STOCK_NAME,ISIN_CODE,LISTING_DATE,MARKET_TYPE,INDUSTRY_TYPE,CFI_CODE,NOTE
3532,台勝科,TW0003532008,2007/12/10,上市,半導體業,ESVUFR,NA
3533,嘉澤,TW0003533006,2007/12/10,上市,電子零組件業,ESVUFR,NA
3535,晶彩科,TW0003535001,2008/01/31,上市,光電業,ESVUFR,NA
3536,誠創,TW0003536009,2008/04/30,上市,光電業,ESVUFR,NA
3545,敦泰,TW0003545000,2007/07/03,上市,半導體業,ESVUFR,NA
3550,聯穎,TW0003550000,2010/11/10,上市,電子零組件業,ESVUFR,NA
3557,嘉威,TW0003557005,2008/02/27,上市,光電業,ESVUFR,NA
3559,NA,TW0003559001,2008/10/23,上市,半導體業,ESVUFR,NA
3561,NA,TW0003561007,2008/12/05,上市,光電業,ESVUFR,NA
3563,牧德,NA,NA,NA,NA,NA,NA
3573,NA,TW0003573002,2009/08/26,上市,光電業,ESVUFR,NA
3576,聯合再生,TW0003576005,2009/01/12,上市,光電業,ESVUFR,NA
3579,NA,TW0003579009,2009/12/23,上市,半導體業,ESVUFR,NA
3583,辛耘,NA,NA,NA,NA,NA,NA
3584,NA,TW0003584009,2010/07/27,上市,光電業,ESVUFR,NA
3588,通嘉,TW0003588000,2009/08/14,上市,半導體業,ESVUFR,NA
3591,艾笛森,TW0003591004,2010/11/12,上市,光電業,ESVUFR,NA
3593,力銘,TW0003593000,2009/03/16,上市,光電業,ESVUFR,NA
3596,智易,TW0003596003,2009/03/11,上市,通信網路業,ESVUFR,NA
3598,NA,TW0003598009,2011/01/11,上市,半導體業,ESVUFR,NA
3605,宏致,TW0003605002,2009/03/26,上市,電子零組件業,ESVUFR,NA
3607,谷崧,TW0003607008,2009/10/28,上市,電子零組件業,ESVUFR,NA
3617,碩天,TW0003617007,2009/12/23,上市,其他電子業,ESVUFR,NA
3622,洋華,TW0003622007,2009/03/25,上市,光電業,ESVUFR,NA
3638,NA,KYG479511019,2010/05/18,上市,半導體業,ESVTFR,NA
3645,達邁,TW0003645008,2011/10/05,上市,電子零組件業,ESVUFR,NA
3653,健策,TW0003653002,2009/11/18,上市,電子零組件業,ESVUFR,NA
3661,世芯-KY,NA,NA,NA,NA,NA,NA
3665,貿聯-KY,KYG114741062,2011/04/21,上市,其他電子業,ESVUFR,NA
3669,圓展,TW0003669008,2011/08/25,上市,光電業,ESVUFR,NA
3673,TPK-KY,KYG898431096,2010/10/29,上市,光電業,ESVTFR,NA
3679,新至陞,TW0003679007,2011/10/05,上市,電子零組件業,ESVUFR,NA
3682,亞太電,NA,NA,NA,NA,NA,NA
3686,達能,TW0003686002,2010/07/20,上市,半導體業,ESVUFR,NA
3694,海華,TW0003694006,2011/05/03,上市,通信網路業,ESVUFR,NA
3697,NA,KYG6320A1004,2010/12/24,上市,半導體業,ESVUFR,NA
3698,隆達,TW0003698007,2011/09/29,上市,光電業,ESVUFR,NA
3701,大眾控,TW0003701009,2004/08/30,上市,電腦及週邊設備業,ESVUFR,NA
3702,大聯大,TW0003702007,2005/11/09,上市,電子通路業,ESVUFR,NA
3703,欣陸,TW0003703005,2010/04/08,上市,建材營造,ESVUFR,NA
3704,合勤控,TW0003704003,2010/08/16,上市,通信網路業,ESVUFR,NA
3705,永信,TW0003705000,2011/01/03,上市,生技醫療業,ESVUFR,NA
3706,神達,NA,NA,NA,NA,NA,NA
3708,上緯投控,NA,NA,NA,NA,NA,NA
3711,日月光投控,NA,NA,NA,NA,NA,NA
3712,永崴投控,NA,NA,NA,NA,NA,NA
4104,佳醫,TW0004104005,2007/12/31,上市,生技醫療業,ESVUFR,NA
4106,雃博,TW0004106000,2004/11/08,上市,生技醫療業,ESVUFR,NA
4108,懷特,TW0004108006,2008/07/16,上市,生技醫療業,ESVUFR,NA
4119,旭富,TW0004119003,2004/01/07,上市,生技醫療業,ESVUFR,NA
4133,亞諾法,TW0004133004,2009/12/28,上市,生技醫療業,ESVUFR,NA
4137,麗豐-KY,NA,NA,NA,NA,NA,NA
4141,龍燈-KY,NA,NA,NA,NA,NA,NA
4142,國光生,NA,NA,NA,NA,NA,NA
4144,康聯-KY,KYG2379A1094,2011/10/05,上市,生技醫療業,ESVUFR,NA
4148,全宇生技-KY,NA,NA,NA,NA,NA,NA
4155,訊映,NA,NA,NA,NA,NA,NA
4164,承業醫,NA,NA,NA,NA,NA,NA
4190,佐登-KY,NA,NA,NA,NA,NA,NA
4306,炎洲,TW0004306006,2008/01/21,上市,塑膠工業,ESVUFR,NA
4414,如興,TW0004414008,2004/09/06,上市,紡織纖維,ESVUFR,NA
4426,利勤,TW0004426002,2011/12/16,上市,紡織纖維,ESVUFR,NA
4438,廣越,NA,NA,NA,NA,NA,NA
4439,冠星-KY,NA,NA,NA,NA,NA,NA
4526,東台,TW0004526009,2003/09/15,上市,電機機械,ESVUFR,NA
4532,瑞智,TW0004532007,2003/08/04,上市,電機機械,ESVUFR,NA
4536,拓凱,NA,NA,NA,NA,NA,NA
4540,全球傳動,NA,NA,NA,NA,NA,NA
4545,銘鈺,NA,NA,NA,NA,NA,NA
4551,智伸科,NA,NA,NA,NA,NA,NA
4552,力達-KY,NA,NA,NA,NA,NA,NA
4555,氣立,NA,NA,NA,NA,NA,NA
4557,永新-KY,NA,NA,NA,NA,NA,NA
4560,強信-KY,NA,NA,NA,NA,NA,NA
4562,穎漢,NA,NA,NA,NA,NA,NA
4564,元翎,NA,NA,NA,NA,NA,NA
4566,時碩工業,NA,NA,NA,NA,NA,NA
4571,鈞興-KY,NA,NA,NA,NA,NA,NA
4572,駐龍,NA,NA,NA,NA,NA,NA
4576,大銀微系統,NA,NA,NA,NA,NA,NA
4581,光隆精密-KY,NA,NA,NA,NA,NA,NA
4720,德淵,NA,NA,NA,NA,NA,NA
4722,國精化,NA,NA,NA,NA,NA,NA
4725,信昌化,TW0004725007,2007/10/02,上市,化學工業,ESVUFR,NA
4733,NA,TW0004733001,2010/12/30,上市,化學工業,ESVUFR,NA
4737,華廣,TW0004737002,2010/12/23,上市,生技醫療業,ESVUFR,NA
4739,康普,NA,NA,NA,NA,NA,NA
4746,台耀,TW0004746003,2011/03/01,上市,生技醫療業,ESVUFR,NA
4755,三福化,NA,NA,NA,NA,NA,NA
4763,材料-KY,NA,NA,NA,NA,NA,NA
4764,雙鍵,NA,NA,NA,NA,NA,NA
4766,南寶,NA,NA,NA,NA,NA,NA
4807,日成-KY,NA,NA,NA,NA,NA,NA
4904,遠傳,TW0004904008,2005/08/24,上市,通信網路業,ESVUFR,NA
4906,正文,TW0004906003,2003/06/30,上市,通信網路業,ESVUFR,NA
4912,聯德控股-KY,NA,NA,NA,NA,NA,NA
4915,致伸,NA,NA,NA,NA,NA,NA
4916,事欣科,NA,NA,NA,NA,NA,NA
4919,新唐,TW0004919006,2010/09/27,上市,半導體業,ESVUFR,NA
4927,泰鼎-KY,NA,NA,NA,NA,NA,NA
4930,燦星網,TW0004930003,2010/06/21,上市,電器電纜,ESVUFR,NA
4934,太極,TW0004934005,2010/03/10,上市,光電業,ESVUFR,NA
4935,茂林-KY,KYG3931M1024,2011/07/28,上市,光電業,ESVUFR,NA
4938,和碩,TW0004938006,2010/06/24,上市,電腦及週邊設備業,ESVUFR,NA
4942,嘉彰,TW0004942008,2011/06/27,上市,光電業,ESVUFR,NA
4943,康控-KY,NA,NA,NA,NA,NA,NA
4952,凌通,TW0004952007,2011/11/01,上市,半導體業,ESVUFR,NA
4956,光鋐,TW0004956008,2011/10/24,上市,光電業,ESVUFR,NA
4958,臻鼎-KY,KYG989221000,2011/12/26,上市,電子零組件業,ESVUFR,NA
4960,誠美材,TW0004960000,2011/10/24,上市,光電業,ESVUFR,NA
4961,天鈺,NA,NA,NA,NA,NA,NA
4967,十銓,NA,NA,NA,NA,NA,NA
4968,立積,NA,NA,NA,NA,NA,NA
4976,佳凌,NA,NA,NA,NA,NA,NA
4977,眾達-KY,NA,NA,NA,NA,NA,NA
4984,NA,KYG190621014,2011/08/31,上市,通信網路業,ESVUFR,NA
4989,榮科,NA,NA,NA,NA,NA,NA
4994,傳奇,NA,NA,NA,NA,NA,NA
4999,鑫禾,NA,NA,NA,NA,NA,NA
5007,三星,TW0005007009,2011/09/16,上市,鋼鐵工業,ESVUFR,NA
5203,訊連,TW0005203004,2004/09/27,上市,資訊服務業,ESVUFR,NA
5215,科嘉-KY,KYG530791022,2011/12/26,上市,電腦及週邊設備業,ESVUFR,NA
5225,東科-KY,NA,NA,NA,NA,NA,NA
5234,達興材料,NA,NA,NA,NA,NA,NA
5243,乙盛-KY,NA,NA,NA,NA,NA,NA
5258,虹堡,NA,NA,NA,NA,NA,NA
5264,鎧勝-KY,NA,NA,NA,NA,NA,NA
5269,祥碩,NA,NA,NA,NA,NA,NA
5283,禾聯碩,NA,NA,NA,NA,NA,NA
5284,jpp-KY,NA,NA,NA,NA,NA,NA
5285,界霖,NA,NA,NA,NA,NA,NA
5288,豐祥-KY,NA,NA,NA,NA,NA,NA
5305,敦南,TW0005305007,2004/07/19,上市,半導體業,ESVUFR,NA
5388,中磊,TW0005388003,2007/12/03,上市,通信網路業,ESVUFR,NA
5434,崇越,TW0005434005,2003/08/25,上市,電子通路業,ESVUFR,NA
5469,瀚宇博,TW0005469001,2003/08/25,上市,電子零組件業,ESVUFR,NA
5471,松翰,TW0005471007,2003/08/25,上市,半導體業,ESVUFR,NA
5484,慧友,TW0005484000,2003/08/25,上市,光電業,ESVUFR,NA
5515,建國,TW0005515001,2003/10/06,上市,建材營造,ESVUFR,NA
5519,隆大,NA,NA,NA,NA,NA,NA
5521,工信,NA,NA,NA,NA,NA,NA
5522,遠雄,TW0005522007,2007/08/06,上市,建材營造,ESVUFR,NA
5525,順天,TW0005525000,2004/11/26,上市,建材營造,ESVUFR,NA
5531,鄉林,TW0005531008,2005/01/31,上市,建材營造,ESVUFR,NA
5533,皇鼎,TW0005533004,2008/04/30,上市,建材營造,ESVUFR,NA
5534,長虹,TW0005534002,2004/05/24,上市,建材營造,ESVUFR,NA
5538,東明-KY,NA,NA,NA,NA,NA,NA
5607,遠雄港,TW0005607006,2004/12/02,上市,航運業,ESVUFR,NA
5608,四維航,TW0005608004,2003/08/25,上市,航運業,ESVUFR,NA
5706,鳳凰,TW0005706006,2011/10/21,上市,觀光事業,ESVUFR,NA
5871,中租-KY,KYG202881093,2011/12/13,上市,其他,ESVUFR,NA
5876,上海商銀,NA,NA,NA,NA,NA,NA
5880,合庫金,TW0005880009,2011/12/01,上市,金融保險,ESVUFR,NA
5906,台南-KY,KYG8661M1078,2011/10/24,上市,貿易百貨,ESVUFR,NA
5907,大洋-KY,NA,NA,NA,NA,NA,NA
6005,群益證,TW0006005002,2005/11/21,上市,金融保險,ESVUFR,NA
6024,群益期,NA,NA,NA,NA,NA,NA
6108,競國,TW0006108004,2008/12/30,上市,電子零組件業,ESVUFR,NA
6112,聚碩,TW0006112006,2003/08/04,上市,資訊服務業,ESVUFR,NA
6115,鎰勝,TW0006115009,2004/07/19,上市,電子零組件業,ESVUFR,NA
